"SourcePath","Category","Classification","RelativePath","SizeBytes","Sha256","Width","Height"
"正式-交互占位/商店/时间商店标题.png","InventoryShop","Elements","Elements/InventoryShop/时间商店标题.png","2006","67f7c078766d1bc23b00ba8f74222921f449edc5b0955bc565ee7291188f1338","228","58"
"正式-交互占位/商店/时间商店底板.png","InventoryShop","Elements","Elements/InventoryShop/时间商店底板.png","4144","9028e539e24c4d55a164b4dc62496f7534d9dc8f18acb0d9d61878e6417a5c20","783","797"
"正式-交互占位/商店/时间碎片底框.png","InventoryShop","Elements","Elements/InventoryShop/时间碎片底框.png","957","bf955a6d1c064a31ef11139ac33d5524082153e24d56ac9be0e7996b664535b3","270","38"
"正式-交互占位/商店/时钟.png","InventoryShop","Elements","Elements/InventoryShop/时钟.png","7620","495f41b7b739acc89b56278a03abbf54b657ee6633971ecdae5672be58dc095f","162","374"
"正式-交互占位/商店/属性icon.png","InventoryShop","Elements","Elements/InventoryShop/属性icon.png","2378","5b22a1ad5f1574ec9d3b555ad125b9edd65051c64fa5175425ec7d578d07eebc","42","42"
"正式-交互占位/商店/武器配件槽.png","InventoryShop","Elements","Elements/InventoryShop/武器配件槽.png","4264","f7dca66a938b63a5137a805ec93caa3559a6c7f648329a29a20629e46e037873","93","93"
"正式-交互占位/商店/武器图.png","InventoryShop","Elements","Elements/InventoryShop/武器图.png","4302","b3be9437e8ba4e978f32080c7b21702193cc61b877b20f031f16d94065814f98","308","531"
"正式-交互占位/商店/悬浮卡牌槽.png","InventoryShop","Elements","Elements/InventoryShop/悬浮卡牌槽.png","246","185bb1d6e55bcdddb869173d00f5af830819a52ce9cdac8e50bc78c398ad634a","60","60"
"正式-交互占位/商店/装配室.png","InventoryShop","Elements","Elements/InventoryShop/装配室.png","2908","7df7b4e1d54390437b980ee65a551024948f451deea29391e32420ee92792ccc","171","58"
"正式-交互占位/商店/装配室底板.png","InventoryShop","Elements","Elements/InventoryShop/装配室底板.png","10548","6ec5dfff3837d64a097f7ba7ad4173e01f353e5591fd95c98fad4ba185c165d2","966","797"
"正式-交互占位/战斗场景&游戏暂停/保存并退出.png","PauseAndCombat","Elements","Elements/PauseAndCombat/保存并退出.png","3744","14c8fab516e43319e2a126953bba25190892ee9e37d11a6889ca7d41f2d64c9f","421","87"
"正式-交互占位/战斗场景&游戏暂停/不保存并退出.png","PauseAndCombat","Elements","Elements/PauseAndCombat/不保存并退出.png","3978","f8146b1501609399c4c212e35da570e826174933c4ac60d76938d122f6a56eae","421","87"
"正式-交互占位/战斗场景&游戏暂停/返回.png","PauseAndCombat","Elements","Elements/PauseAndCombat/返回.png","2181","19e5c1cf8887bfe82841b88ca9ccabd75ecb8717de3e88a4d8f3f0fc0d11eceb","421","87"
"正式-交互占位/战斗场景&游戏暂停/轨迹地图板.png","PauseAndCombat","Elements","Elements/PauseAndCombat/轨迹地图板.png","1237","ca7a1f0a638a3f55598e6480d467838c9010b66654030c9c42b705247572362e","334","325"
"正式-交互占位/战斗场景&游戏暂停/技能栏.png","PauseAndCombat","Elements","Elements/PauseAndCombat/技能栏.png","1947","fd6ad25b3f44726be59f471b936b4124c1cd8b1db5de99e858af4d98d5b89f85","1360","240"
"正式-交互占位/战斗场景&游戏暂停/继续游戏按钮.png","PauseAndCombat","Elements","Elements/PauseAndCombat/继续游戏按钮.png","4803","135058562d7132518024d9d831342b3326a24782b029303e06e5e529a6f52329","421","87"
"正式-交互占位/战斗场景&游戏暂停/生命条.png","PauseAndCombat","Elements","Elements/PauseAndCombat/生命条.png","260","4b335e7c9c415e4cb394a9a7e31dc01d97d564125b2e7a3a3a6ac99dd6403c43","240","37"
"正式-交互占位/战斗场景&游戏暂停/生命条底板.png","PauseAndCombat","Elements","Elements/PauseAndCombat/生命条底板.png","286","1ee005804b9bdfea6e36aeb0a613ad3f73e79c715f195a801a3500fd0fe54a41","240","37"
"正式-交互占位/战斗场景&游戏暂停/生命icon.png","PauseAndCombat","Elements","Elements/PauseAndCombat/生命icon.png","824","f2816c2ee65088761a1ce5ea75fb6c539842cbe39cfb8210684cd336c23f83f1","44","36"
"正式-交互占位/战斗场景&游戏暂停/时间碎片icon.png","PauseAndCombat","Elements","Elements/PauseAndCombat/时间碎片icon.png","482","c266c9b1e0c85be908351515072684870aa6497b4760dc96658d3f3739aeced4","42","42"
"正式-交互占位/战斗场景&游戏暂停/时钟底板.png","PauseAndCombat","Elements","Elements/PauseAndCombat/时钟底板.png","107492","3b0163de789a6b805a4cbd7a3bd1063508cde5d5759eb415cadc5dc727cd39d5","375","200"
"正式-交互占位/战斗场景&游戏暂停/退出游戏.png","PauseAndCombat","Elements","Elements/PauseAndCombat/退出游戏.png","3954","eb3deca5068ec8b03bb27b9d44db3216fa1c208c00e28639b132f50826fbb81e","421","87"
"正式-交互占位/战斗场景&游戏暂停/退出至主菜单.png","PauseAndCombat","Elements","Elements/PauseAndCombat/退出至主菜单.png","3986","03ae7adced178fee03e508dfa51749c0a1ad852fb2e644d9dd53ecbdba3ccdee","421","87"
"正式-交互占位/战斗场景&游戏暂停/指针（需要从右到左转动）.png","PauseAndCombat","Elements","Elements/PauseAndCombat/指针（需要从右到左转动）.png","6341","bc047c0bf51bbbcb9a9e8f4cb57022d97f3d27feae1b37e28af2eb39a9e8d277","30","153"
"正式-交互占位/结算&重开弹窗/本轮胜利花字.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/本轮胜利花字.png","4769","8025a132aa4c5dcf0388ee46b292f725db65df24ff123f5378501e8ddd33313c","394","139"
"正式-交互占位/结算&重开弹窗/本轮失败花字.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/本轮失败花字.png","5787","95d24848bbb6964df92b085526394d9ef418ee2d291618cb76fbd916361887bd","394","139"
"正式-交互占位/结算&重开弹窗/弹窗按钮-取消.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/弹窗按钮-取消.png","2750","4c0a7dc4fd83a908693a352f31779b7caaa9c6b5a305bf64b9eda2e9298b2e8d","423","89"
"正式-交互占位/结算&重开弹窗/弹窗按钮-重开.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/弹窗按钮-重开.png","2398","2c3379d63a3769f7bce85b4669c5694f50424d71315f0682b40b7e6c7f3ca27f","423","89"
"正式-交互占位/结算&重开弹窗/弹窗底板.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/弹窗底板.png","3052","357352b94d847d1d16722cff4c78ded8fc1a9d06d3d990a7fd7430b01f2e0ed6","1006","469"
"正式-交互占位/结算&重开弹窗/返回按钮.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/返回按钮.png","3426","cea059901a933d455cd3f68a378ede4bb4be22feac85d03be7bbe11acc702331","303","81"
"正式-交互占位/结算&重开弹窗/继续按钮.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/继续按钮.png","2899","d7d5de374049a76e4d3f04a2ff1b2e33ec6aa2aa753c451d589f463538d5a25b","303","81"
"正式-交互占位/结算&重开弹窗/结算底板.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/结算底板.png","426081","130a31432e3163858b4628093f8cb7a8c43910a60ddf6702b9e825fe99c71f3e","1508","393"
"正式-交互占位/结算&重开弹窗/已选卡牌底板.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/已选卡牌底板.png","5168","225e150b32699551f29a3c5557a09c1fe3517546ad9789d93447330551547294","1120","280"
"正式-交互占位/结算&重开弹窗/重开按钮.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/重开按钮.png","2973","e7b1b6335dfc161f32410bec1015df1795a745f1f0a85ed379701296f378c966","303","81"
"正式-交互占位/结算&重开弹窗/主体立绘.png","ResultsAndRestart","Elements","Elements/ResultsAndRestart/主体立绘.png","441955","2ce9476f057fa6212b4b4717335072938e9c8db7c51e2aac5f9649e191720b1b","567","696"
"正式-交互占位/存档回溯&关于我们/存档底板-空存档.png","SaveAndAbout","Elements","Elements/SaveAndAbout/存档底板-空存档.png","1249","2aff06aebf339022a403050d8de54e219048642069cc208bf1cb2a2db60c9ffc","1229","155"
"正式-交互占位/存档回溯&关于我们/存档底板.png","SaveAndAbout","Elements","Elements/SaveAndAbout/存档底板.png","1250","f78128d21ee129ce379d1c932ca3e0173d76e41edf1d16b568f25c7b504c28fd","1229","155"
"正式-交互占位/存档回溯&关于我们/存档预览图.png","SaveAndAbout","Elements","Elements/SaveAndAbout/存档预览图.png","552","e926750798b672f4b91fdd764a2e60e90b014bbf12b6daa588720fbef95738e6","231","143"
"正式-交互占位/存档回溯&关于我们/关于我们弹窗底板.png","SaveAndAbout","Elements","Elements/SaveAndAbout/关于我们弹窗底板.png","5573","756f819168e9dd03a23bedee53b7c2c3450bb0bb29c9408994cf6ae6e2a2bf33","1333","734"
"正式-交互占位/游戏设置/叉.png","Settings","Elements","Elements/Settings/叉.png","556","3124b4677c3f94baeaa8bad1d527732a81c1a4377f28c0c32d505f5f54051b9d","43","43"
"正式-交互占位/游戏设置/打开声音.png","Settings","Elements","Elements/Settings/打开声音.png","540","688b2052c4f0d32b9acf25110539ab764585db134269ae073371c6afc1b03311","39","31"
"正式-交互占位/游戏设置/滑动条.png","Settings","Elements","Elements/Settings/滑动条.png","332","0e4f672a4624fbc374dac87872180b478373a981e7151377e4775141f8700857","802","34"
"正式-交互占位/游戏设置/滑动条底板.png","Settings","Elements","Elements/Settings/滑动条底板.png","356","33d9b0b8b7ce1e7b34190dc230651f61303c2e6d58be48c377cf7a6c244e8deb","802","34"
"正式-交互占位/游戏设置/画面激活.png","Settings","Elements","Elements/Settings/画面激活.png","984","5ec3412e8c2519df890529a264618ec4b8a5f4d3863764d4f303916e9f85ca20","269","64"
"正式-交互占位/游戏设置/画面置灰.png","Settings","Elements","Elements/Settings/画面置灰.png","1020","9b9990a882cc428ce412fa3f0bd7e70b7e20a5ac8b73c97322f985959bb4596f","269","64"
"正式-交互占位/游戏设置/恢复默认按钮.png","Settings","Elements","Elements/Settings/恢复默认按钮.png","3653","e5d6611fc244682836cce9a52390a69157035cc9f0e8d11c080d61800d2da576","414","86"
"正式-交互占位/游戏设置/键位激活.png","Settings","Elements","Elements/Settings/键位激活.png","1734","c10478e2dcc8b480843a1bcf24061040b86ea2795c3dfcb0449893e2096c73d6","269","64"
"正式-交互占位/游戏设置/键位置灰.png","Settings","Elements","Elements/Settings/键位置灰.png","1808","e6308d5fc35caab3bd8c3c0d6c1c4440b8b63a8661428872db96959a5e7307bb","269","64"
"正式-交互占位/游戏设置/静音.png","Settings","Elements","Elements/Settings/静音.png","499","5d7264b6231122231216b93faebf27631edbd1e61cf0f329818e4bdb9ed4ea8d","39","31"
"正式-交互占位/游戏设置/设置、存档弹窗底板.png","Settings","Elements","Elements/Settings/设置、存档弹窗底板.png","5571","32f82e2290e6ac6b8df04290858f1e258ee606a7e5fa6cfeb0c7ad5ca5b843b9","1333","734"
"正式-交互占位/游戏设置/声音激活.png","Settings","Elements","Elements/Settings/声音激活.png","1068","a88b07cac33e287d36c53d70b61b511609ce5fd2c1740b2654e2ba4ea03c6451","269","64"
"正式-交互占位/游戏设置/声音置灰.png","Settings","Elements","Elements/Settings/声音置灰.png","1084","ffa6ed0f9ef7352fedef07e9335f3bc4016f8291113e7f0a67e9c9a7f242e74b","269","64"
"正式-交互占位/游戏设置/填空框.png","Settings","Elements","Elements/Settings/填空框.png","323","a85a17b80c3995e0b36ccb1b48aa2c679a9cb3f856294baac153f953ab479ef1","225","50"
"正式-交互占位/游戏设置/下拉箭头.png","Settings","Elements","Elements/Settings/下拉箭头.png","346","603b4dc58b5e3b8c3eccf76141b89fcf682b33b2b9fb0d811e9d2cdc9c81d2d7","34","26"
"正式-交互占位/游戏设置/下拉箭头2.png","Settings","Elements","Elements/Settings/下拉箭头2.png","341","1a0d9f7c1ca3372570d1794742c9e85ca4be0aac4a26d552f88790440a32277a","34","26"
"正式-交互占位/游戏设置/下拉框.png","Settings","Elements","Elements/Settings/下拉框.png","440","4d510c7386a645b44ceceabf6b167dd841a8bea3871dbb8e44901ad79784ac75","802","50"
"正式-交互占位/游戏设置/应用按钮.png","Settings","Elements","Elements/Settings/应用按钮.png","1808","c63dad7ecc4aef9062f928a2e5d759979444126de354efacff898ed96189078f","414","86"
"正式-交互占位/开始游戏/关于我们.png","StartMenu","Elements","Elements/StartMenu/关于我们.png","812","aa48502000986454b48cb713663623f9cebf454677baedf644afdf9583c877e2","62","62"
"正式-交互占位/开始游戏/设置.png","StartMenu","Elements","Elements/StartMenu/设置.png","1123","055764265586c739cb1976e868a65ff695a333f6be5707e379077241fcb9fdca","73","73"
"正式-交互占位/开始游戏/退出.png","StartMenu","Elements","Elements/StartMenu/退出.png","2244","4c96e177fa830f8f89b590d3280117fdac8d2dd3428a4e6e0faa0c0bac98e859","203","120"
"正式-交互占位/开始游戏/主体文字.png","StartMenu","Elements","Elements/StartMenu/主体文字.png","246313","de81ebccc9d19702961601e0b75170b3b89f7c4281f5a14683e66708c00c4781","674","489"
"正式-交互占位/开始游戏/主页按钮.png","StartMenu","Elements","Elements/StartMenu/主页按钮.png","9785","ca03dc3fe4ca175625fe9f0165dbd85445a5bbcad992251673625fc3c39d49b0","606","296"
"正式-交互占位/开始游戏/bg.png","StartMenu","Elements","Elements/StartMenu/bg.png","1741320","72243510757f9d2439882741afa407b0e04204f6713014f7aa703981c880ca93","1920","1080"
"正式-交互占位/构筑卡牌/标签底板1.png","TraitChoice","Elements","Elements/TraitChoice/标签底板1.png","1073","bc981e641e3710d3a4dd130e280c5ea3d2b838488cd2208647ad2eb56792e342","143","40"
"正式-交互占位/构筑卡牌/标签底板2.png","TraitChoice","Elements","Elements/TraitChoice/标签底板2.png","1106","e6e0b2317caecabe1f1c5e34edcc31da6e711605d63eb42da72f71cfc91612d0","143","40"
"正式-交互占位/构筑卡牌/卡牌底.png","TraitChoice","Elements","Elements/TraitChoice/卡牌底.png","2072","216bb4ba8f95387a5ef672c4b50e7b5d767c445e258e1b70e253bb1c85cac70e","344","540"
"正式-交互占位/构筑卡牌/卡牌图片占位.png","TraitChoice","Elements","Elements/TraitChoice/卡牌图片占位.png","932","3816cf237afacd7b48959d5640e6a1a4bb86eaad875156f15f22fe354aff8494","292","247"
"正式-交互占位/1-字体包/方正黑体简体.ttf","Fonts","FontsPendingLicense","Fonts/PendingLicense/方正黑体简体.ttf","3190376","bd99fe368b31c62e29ee8456c8fdeb86277786a17e8e40be00ecbe5e4fc7c275","",""
"正式-交互占位/1-字体包/方正正中黑简体.ttf","Fonts","FontsPendingLicense","Fonts/PendingLicense/方正正中黑简体.ttf","2088716","0bb98a19182d4df24e1ef3ffd6023a51e2e31f933051068eb5beb2c565cafe72","",""
"正式-交互占位/1-字体包/说明.txt","Fonts","FontsPendingLicense","Fonts/PendingLicense/说明.txt","76","9180b378e8a166ce71528b8b0dec5ae1eda123687fedfc9fe219bc659d2d249f","",""
"正式-交互占位/商店/商店-卡牌说明.png","InventoryShop","References","References/InventoryShop/商店-卡牌说明.png","363580","e6a248da133c0d91c64209bb04fac024284eb35ed2b05c7506b67cb4cff3e1ef","1920","1080"
"正式-交互占位/商店/商店-属性面板.png","InventoryShop","References","References/InventoryShop/商店-属性面板.png","376845","7056b78da8db4f04ca8ac59020a78817ee67d517f456d5dce8e0cab6cc0fbcec","1920","1080"
"正式-交互占位/商店/商店.png","InventoryShop","References","References/InventoryShop/商店.png","364301","a54371c9258b2d7d7f1694489a294c9b6daa81f1182f1a132dd8d928e2a8d2c1","1920","1080"
"正式-交互占位/战斗场景&游戏暂停/压暗图层说明.png","PauseAndCombat","References","References/PauseAndCombat/压暗图层说明.png","6085","28d0d8d6e5bce566c6f6a96c8e3155f2d5eec6d33dae9945fbbd8f06eb0971b0","453","234"
"正式-交互占位/战斗场景&游戏暂停/游戏暂停-退出到主菜单.png","PauseAndCombat","References","References/PauseAndCombat/游戏暂停-退出到主菜单.png","1180557","e80059de01600cba5944c52a39729ceb1c42610c941283d6f0a618feef3602d5","1920","1080"
"正式-交互占位/战斗场景&游戏暂停/游戏暂停-退出游戏.png","PauseAndCombat","References","References/PauseAndCombat/游戏暂停-退出游戏.png","1181373","ca8becd26ae80d9163135a31f51495289225bb7157657f896a36fc2ee89c0911","1920","1080"
"正式-交互占位/战斗场景&游戏暂停/游戏暂停.png","PauseAndCombat","References","References/PauseAndCombat/游戏暂停.png","1177825","8ae9a5d436edf1c4b93c4c81923fd2d467edda5b1b5d38d397a5220e484f8bc2","1920","1080"
"正式-交互占位/战斗场景&游戏暂停/战斗场景.png","PauseAndCombat","References","References/PauseAndCombat/战斗场景.png","1524545","5638950a3db20f4da9e50754ba43c518aab95c0befe063109ad1753edee730e3","1920","1080"
"正式-交互占位/结算&重开弹窗/本轮胜利.png","ResultsAndRestart","References","References/ResultsAndRestart/本轮胜利.png","1458592","72396cfabc890a7d52babb714b245c69d75fea276bd27b4b7430654890d36b61","1920","1080"
"正式-交互占位/结算&重开弹窗/本轮失败.png","ResultsAndRestart","References","References/ResultsAndRestart/本轮失败.png","1448443","56edff3260759a68539dc2580edfca1d7d404730901418734bff843e15b5fb22","1920","1080"
"正式-交互占位/结算&重开弹窗/重开弹窗.png","ResultsAndRestart","References","References/ResultsAndRestart/重开弹窗.png","959067","a3546272690f8170274061b9a53d5f590d535d2db4f8be2c1256be333742ddb8","1920","1080"
"正式-交互占位/存档回溯&关于我们/存档回溯.png","SaveAndAbout","References","References/SaveAndAbout/存档回溯.png","762553","dfdcaf11f9c3e067aed9e477511bc73c490c0f823bf0cc652e431051ffe6e90a","1920","1080"
"正式-交互占位/存档回溯&关于我们/关于我们.png","SaveAndAbout","References","References/SaveAndAbout/关于我们.png","754817","9bf92925bcc183c21895fdca3eb5d90b3dee74f3d200fb9cac37df440dccf25e","1920","1080"
"正式-交互占位/游戏设置/压暗图层说明.png","Settings","References","References/Settings/压暗图层说明.png","13610","e8ae1ed10b67c0400d64b4ae133678b01775ab0aec15a981481f917a0b9ea66e","771","320"
"正式-交互占位/游戏设置/游戏设置：画面.png","Settings","References","References/Settings/游戏设置：画面.png","728876","787040516643b06b46126a81b053dd7c3bca550c2facfd53aae915a0b492a00f","1920","1080"
"正式-交互占位/游戏设置/游戏设置：键位.png","Settings","References","References/Settings/游戏设置：键位.png","727065","e9d6acc1b353536d64c275bc8b460e40a63d4be250d040ca2c0b6214403a519b","1920","1080"
"正式-交互占位/游戏设置/游戏设置：声音.png","Settings","References","References/Settings/游戏设置：声音.png","728910","ac55c853dd16c7f21e181930382186a732ac037bb13105a561f45c355480159b","1920","1080"
"正式-交互占位/开始游戏/开始游戏-预览.png","StartMenu","References","References/StartMenu/开始游戏-预览.png","1660719","037f3457b6ce63065a1cb16be43ed457f46cf771ea428c703ba5cfa67ffffa26","1920","1080"
"正式-交互占位/构筑卡牌/场景压暗说明.png","TraitChoice","References","References/TraitChoice/场景压暗说明.png","12631","0f5b7e7a8437f056b3b66578896334ba49620c498a805c29d91d5356dc1fbf09","1076","202"
"正式-交互占位/构筑卡牌/通关后3选1 未选中-1.png","TraitChoice","References","References/TraitChoice/通关后3选1 未选中-1.png","938578","ff47e9d85eda68081875b1d0093b78a03b31da48d84127fc14d22efa33f99c72","1920","1080"
"正式-交互占位/构筑卡牌/通关后3选1 未选中.png","TraitChoice","References","References/TraitChoice/通关后3选1 未选中.png","939133","98f423195cc6298817e199d27ce5b736d19c2c12ae59156a0b0616f863f50d6f","1920","1080"
